"ID","COD_INEGI","CVE_ENT","ENT","CVE_MUN","MUN","POB_TOT","VP","ANALF","SPRIM","OVSDE","OVSEE","OVSAE","VHAC","OVPT","PL_5000","PO2SM","OVSD","OVSDSE","IM","GM","IND0A100","LUG_NAC","LUGAR_EST","ANO"
1,"0011001",1,"Aguascalientes",1001,"Aguascalientes",877190,-0,"2.06","9.54","0.31","0.16","0.72","18.01","0.63","8.73","31.13",-0,-0,-1676,"Muy bajo",-0,2408,11,2015
2,"0011001",1,"Aguascalientes",1001," Aguascalientes                                   ",797010,-0,"2.59","11.48","0.49","0.31","0.77","25.25","1.42","8.73","29.9",-0,-0,-1768,"Muy bajo","7.69",2409,-0,2010
3,"0011001",1,"Aguascalientes",1001,"Aguascalientes",723043,-0,"3.19","13.61","0.77","0.54","1.54","28.86","1.7","8.21","28.37",-0,-0,-1831,"Muy bajo",-0,2419,11,2005
4,"0011001",1,"Aguascalientes",1001,"Aguascalientes",643419,-0,"3.86","18.04",-0,"1.12","0.88","32.04","2.22","7.67","37.24",-0,"1.5",-1871,"Muy bajo",-0,2408,11,2000
5,"0011001",1,"Aguascalientes",1001,"Aguascalientes",582827,121790,"4.53",-0,-0,"1.62","1.14",-0,-0,-0,-0,"2.12",-0,-1735,"Muy bajo",-0,2393,-0,1995
6,"0011001",1,"Aguascalientes",1001,"Aguascalientes",506274,-0,"6.05","27.99","6.55","3.64",3,"45.65","5.65","11.47","58.36",-0,-0,-1833,"Muy bajo",-0,2341,9,1990
7,"0011005",1,"Aguascalientes",1005,"Jesús María",120405,-0,"3.26","13.73","0.44","0.37","0.73","27.02","1.03","45.17","33.77",-0,-0,-1256,"Muy bajo",-0,2229,10,2015
8,"0011005",1,"Aguascalientes",1005," Jesús María                                      ",99590,-0,"3.76","18.21","1.26","1.17","1.43","39.16","2.59","45.17","31.15",-0,-0,-1262,"Muy bajo",13411,2202,-0,2010
9,"0011005",1,"Aguascalientes",1005,"Jesús María",82623,-0,"5.33","23.64","1.57","1.4","2.48","46.43","3.07","41.58","36.01",-0,-0,-1234,"Muy bajo",-0,2188,9,2005
10,"0011005",1,"Aguascalientes",1005,"Jesús María",64097,-0,"6.63","32.89",-0,"2.72","1.73","53.76","7.35","42.28","47.27",-0,"3.83",-1141,"Bajo",-0,2104,9,2000
11,"0011003",1,"Aguascalientes",1003,"Calvillo",56048,-0,"4.8","24.18","0.55","0.41","0.86","30.53","0.93","50.76","61.95",-0,-0,-698,"Bajo",-0,1799,5,2015
12,"0011005",1,"Aguascalientes",1005,"Jesús María",54476,9660,"8.3",-0,-0,"5.57","3.11",-0,-0,-0,-0,"7.75",-0,-972,"Bajo",-0,1975,-0,1995
13,"0011003",1,"Aguascalientes",1003," Calvillo                                         ",54136,-0,"6.19","28.88","0.79","0.87","1.8","39.79","2.42","50.76","60.08",-0,-0,-754,"Bajo",19152,1836,-0,2010
14,"0011007",1,"Aguascalientes",1007,"Rincón de Romos",53866,-0,"3.53","14.75","1.97","0.52","1.52","31.61","0.91","43.06","43.44",-0,-0,-1045,"Bajo",-0,2090,7,2015
15,"0011003",1,"Aguascalientes",1003,"Calvillo",51658,9537,"7.49",-0,-0,"3.49","4.25",-0,-0,-0,-0,"8.4",-0,-1105,"Bajo",-0,2057,-0,1995
16,"0011003",1,"Aguascalientes",1003,"Calvillo",51291,-0,"8.2","40.55",-0,"2.23","2.66","49.21","4.74","53.04","73.34",-0,"3.61",-811,"Bajo",-0,1870,6,2000
17,"0011003",1,"Aguascalientes",1003,"Calvillo",50183,-0,"8.15","34.46","1.36","0.84","2.28","43.6","3.03","50.61","55.87",-0,-0,-875,"Bajo",-0,1935,6,2005
18,"0011007",1,"Aguascalientes",1007," Rincón de Romos                                  ",49156,-0,"4.7","19.22","2.23","0.8","1.22","42.29","3.68","43.06","46.42",-0,-0,-1035,"Bajo",15982,2056,-0,2010
19,"0011003",1,"Aguascalientes",1003,"Calvillo",48440,-0,"9.56","53.65","13.89","7.21","6.6","62.33","8.85","54.34","72.01",-0,-0,-957,"Bajo",-0,1953,7,1990
20,"0011006",1,"Aguascalientes",1006,"Pabellón de Arteaga",46473,-0,"3.41","14.9",1,"0.42","0.9","32.24","0.62","31.6","41.48",-0,-0,-1129,"Muy bajo",-0,2153,8,2015
21,"0011002",1,"Aguascalientes",1002,"Asientos",46464,-0,"4.47","20.89","3.84","1.04","1.17","30.64","1.69",100,"52.76",-0,-0,-565,"Bajo",-0,1669,1,2015
22,"0011011",1,"Aguascalientes",1011,"San Francisco de los Romo",46454,-0,"2.94","13.77","0.13","0.41","0.76","31.28","0.46","54.92","35.49",-0,-0,-1156,"Muy bajo",-0,2171,9,2015
23,"0011002",1,"Aguascalientes",1002," Asientos                                         ",45492,-0,"5.54","26.02","5.72","2.14","2.05","45.27","2.59",100,"59.52",-0,-0,-463,"Medio",22445,1591,-0,2010
24,"0011007",1,"Aguascalientes",1007,"Rincón de Romos",45471,-0,"6.49","24.46","3.6","1.32","2.7","47.03","4.47","43.23","39.25",-0,-0,-1136,"Bajo",-0,2122,7,2005
25,"0011006",1,"Aguascalientes",1006," Pabellón de Arteaga                              ",41862,-0,"4.11","18.74","0.94","0.98","1.45","41.38","1.54","31.6","36.3",-0,-0,-1245,"Bajo",13603,2194,-0,2010
26,"0011007",1,"Aguascalientes",1007,"Rincón De Romos",41655,-0,"7.04","29.77",-0,"3.15","2.74","50.53","6.61","45.82","51.53",-0,"7.1",-1124,"Bajo",-0,2091,8,2000
27,"0011005",1,"Aguascalientes",1005,"Jesús María",41092,-0,"10.3","50.73","13.14","7.91","6.36","70.05","13.67","51.47","69.7",-0,-0,-895,"Bajo",-0,1910,5,1990
28,"0011002",1,"Aguascalientes",1002,"Asientos",40547,-0,"6.77","31.82","9.17","2.72","3.16","50.61","7.2",100,"47.47",-0,-0,"-0.62","Medio",-0,1730,1,2005
29,"0011006",1,"Aguascalientes",1006,"Pabellón de Arteaga",38912,-0,"5.58","22.77","1.31","0.82","2.31","46.71","1.96","31.13","35.15",-0,-0,-1306,"Muy bajo",-0,2239,10,2005
30,"0011007",1,"Aguascalientes",1007,"Rincón De Romos",38752,7033,"8.01",-0,-0,"3.37","3.79",-0,-0,-0,-0,"12.53",-0,-985,"Bajo",-0,1982,-0,1995
31,"0011002",1,"Aguascalientes",1002,"Asientos",37763,-0,"7.44","39.44",-0,"5.39","3.47","52.24","10.37",100,"62.31",-0,"15.79",-584,"Medio",-0,1690,2,2000
32,"0011011",1,"Aguascalientes",1011," San Francisco de los Romo                        ",35769,-0,"4.74","20.51","0.71","0.53","0.67","42.84","1.56","54.92","32.69",-0,-0,-1144,"Bajo",14741,2130,-0,2010
33,"0011002",1,"Aguascalientes",1002,"Asientos",35762,6337,"8.34",-0,-0,"7.32","3.81",-0,-0,-0,-0,"29.76",-0,-709,"Medio",-0,1758,-0,1995
34,"0011006",1,"Aguascalientes",1006,"Pabellón De Arteaga",34296,-0,"6.25","28.53",-0,"1.7","1.49","47.59","3.06","29.45","46.15",-0,"3.46",-1361,"Muy bajo",-0,2239,10,2000
35,"0011007",1,"Aguascalientes",1007,"Rincón de Romos",33781,-0,"9.91","43.11","21.9","7.53","6.01","63.44","13.15","49.78","75.99",-0,-0,-947,"Bajo",-0,1944,6,1990
36,"0011002",1,"Aguascalientes",1002,"Asientos",32225,-0,"11.02","53.64","41.21","13.45","8.87","66.74","14.48",100,"82.06",-0,-0,-383,"Medio",-0,1532,1,1990
37,"0011006",1,"Aguascalientes",1006,"Pabellón De Arteaga",31650,5929,"8.11",-0,-0,"2.91","2.65",-0,-0,-0,-0,"5.72",-0,-1196,"Bajo",-0,2122,-0,1995
38,"0011011",1,"Aguascalientes",1011,"San Francisco de los Romo",28832,-0,"6.09","25.17","1.12","0.58","1.83","45.89","2.16",54,"39.88",-0,-0,-1153,"Bajo",-0,2127,8,2005
39,"0011006",1,"Aguascalientes",1006,"Pabellón de Arteaga",26051,-0,"8.83","40.95","8.76","4.91","4.38","61.03","9.16","29.51","70.23",-0,-0,-1263,"Bajo",-0,2136,8,1990
40,"0011009",1,"Aguascalientes",1009,"Tepezalá",20926,-0,"4.23","22.13","1.85","0.63","0.94","33.64",1,100,"49.39",-0,-0,-595,"Bajo",-0,1694,2,2015
41,"0011010",1,"Aguascalientes",1010,"El Llano",20245,-0,"4.92","21.05","4.89","1.97","2.35","32.57","1.65","71.33","48.8",-0,-0,-614,"Bajo",-0,1710,3,2015
42,"0011011",1,"Aguascalientes",1011,"San Francisco De Los Romo",20066,-0,"8.02","36.59",-0,"1.59","0.53","52.56","3.67","47.19","52.34",-0,"3.39",-1072,"Bajo",-0,2058,7,2000
43,"0011009",1,"Aguascalientes",1009," Tepezalá                                         ",19668,-0,"5.91","26.77","3.23","1.32","0.87","47.4","2.17",100,"45.62",-0,-0,-609,"Medio",20796,1713,-0,2010
44,"0011010",1,"Aguascalientes",1010," El Llano                                         ",18828,-0,"5.77","25.67","6.22","3.03","1.85","45.18","2.3","71.32","48.18",-0,-0,-672,"Medio",20076,1763,-0,2010
45,"0011011",1,"Aguascalientes",1011,"San Francisco De Los Romo",17836,3279,"9.9",-0,-0,"6.91","1.63",-0,-0,-0,-0,"5.82",-0,-1285,"Bajo",-0,2179,-0,1995
46,"0011009",1,"Aguascalientes",1009,"Tepezalá",17372,-0,"6.31","31.75","4.65","1.86","1.86","51.38","4.02",100,"44.97",-0,-0,-722,"Bajo",-0,1814,3,2005
47,"0011010",1,"Aguascalientes",1010," El Llano                                         ",17115,-0,"7.39","32.5","9.57","3.57",2,"48.22","4.42",100,"47.45",-0,-0,-641,"Medio",-0,1748,2,2005
48,"0011009",1,"Aguascalientes",1009,"Tepezalá",16508,-0,"7.1","38.46",-0,"3.35","2.92","57.52","6.48",100,"59.03",-0,11,-656,"Medio",-0,1741,3,2000
49,"0011009",1,"Aguascalientes",1009,"Tepezalá",16175,2831,"8.64",-0,-0,"3.75","3.13",-0,-0,-0,-0,"18.22",-0,"-0.85","Bajo",-0,1877,-0,1995
50,"0011004",1,"Aguascalientes",1004,"Cosío",15577,-0,"4.35","16.55","1.24","0.57","0.47","34.62","1.42",100,"49.79",-0,-0,-674,"Bajo",-0,1773,4,2015
51,"0011010",1,"Aguascalientes",1010," El Llano                                         ",15327,-0,"8.58","38.24",-0,"7.69","2.56","54.2","11.5",100,"62.28",-0,"17.99",-519,"Medio",-0,1635,1,2000
52,"0011004",1,"Aguascalientes",1004," Cosío                                            ",15042,-0,"4.35","21.81","2.18",2,"0.29","44.69","3.26",100,"54.76",-0,-0,-648,"Medio",20352,1740,-0,2010
53,"0011009",1,"Aguascalientes",1009,"Tepezalá",14809,-0,"9.06","52.49","24.17","6.55","11.05","67.3","7.49",100,"80.17",-0,-0,-597,"Bajo",-0,1676,4,1990
54,"0011010",1,"Aguascalientes",1010," El Llano                                         ",14278,2540,"9.4",-0,-0,"10.21","5.98",-0,-0,-0,-0,"37.06",-0,-776,"Bajo",-0,1821,-0,1995
55,"0011004",1,"Aguascalientes",1004,"Cosío",13687,-0,"6.71","29.38","4.17","1.18","0.4","50.4","4.76",100,"47.84",-0,-0,-747,"Bajo",-0,1841,4,2005
56,"0011004",1,"Aguascalientes",1004,"Cosío",12619,-0,"6.22","33.9",-0,"2.25","0.74","54.81","6.02",100,"62.8",-0,"6.23",-771,"Bajo",-0,1835,5,2000
57,"0011004",1,"Aguascalientes",1004,"Cosío",12136,2212,"6.42",-0,-0,"2.66","3.2",-0,-0,-0,-0,"13.64",-0,-772,"Bajo",-0,1816,-0,1995
58,"0011004",1,"Aguascalientes",1004,"Cosío",10247,-0,"7.83","50.99","29.3","6.59","3.69","67.65","19.42",100,"82.28",-0,-0,-537,"Bajo",-0,1633,3,1990
59,"0011008",1,"Aguascalientes",1008,"San José de Gracia",8896,-0,"3.2","14.87","3.51","1.32","1.23","34.06","0.44",100,"44.93",-0,-0,-735,"Bajo",-0,1832,6,2015
60,"0011008",1,"Aguascalientes",1008," San José de Gracia                               ",8443,-0,"3.45","18.93","6.33","1.85","2.6","41.65","1.53",100,"50.43",-0,-0,-753,"Bajo",19159,1833,-0,2010
61,"0011008",1,"Aguascalientes",1008,"San José de Gracia",7631,-0,"5.16","24.55","13.98","3.2","1.31","48.38","3.51",100,"42.43",-0,-0,"-0.81","Bajo",-0,1885,5,2005
62,"0011008",1,"Aguascalientes",1008,"San José De Gracia",7244,-0,"4.96","30.9",-0,"5.7","1.82","51.73","4.02",100,"55.7",-0,"25.42",-766,"Bajo",-0,1827,4,2000
63,"0011008",1,"Aguascalientes",1008,"San José De Gracia",7170,1295,"5.51",-0,-0,"5.35","8.69",-0,-0,-0,-0,"42.17",-0,-738,"Medio",-0,1787,-0,1995
64,"0011008",1,"Aguascalientes",1008,"San José de Gracia",6740,-0,"7.79","46.27","49.45","11.76","14.71","66.32","5.91",100,"81.77",-0,-0,-477,"Medio",-0,1601,2,1990
65,"0022004",2,"Baja California",2004,"Tijuana",1641570,-0,"1.69","9.68","0.27","0.21","1.72","22.85","1.37","3.23","20.47",-0,-0,-1708,"Muy bajo",-0,2416,5,2015
66,"0022004",2,"Baja California",2004," Tijuana                                          ",1559683,-0,"2.11","11.71","0.36","0.58","2.24","28.87","3.99","3.23","18.24",-0,-0,-1817,"Muy bajo",7146,2420,-0,2010
67,"0022004",2,"Baja California",2004,"Tijuana",1410687,-0,"2.53","13.75","0.53","1.36","3.69","32.93","4.57","1.71","11.7",-0,-0,-1926,"Muy bajo",-0,2438,5,2005
68,"0022004",2,"Baja California",2004,"Tijuana",1210820,-0,"2.89","17.86",-0,2,"7.97","37.77","4.8","1.66","18.41",-0,"1.63","-1.96","Muy bajo",-0,2421,5,2000
69,"0022004",2,"Baja California",2004,"Tijuana",991592,232690,"3.16",-0,-0,4,"17.4",-0,-0,-0,-0,"20.46",-0,-1797,"Muy bajo",-0,2405,-0,1995
70,"0022002",2,"Baja California",2002,"Mexicali",988417,-0,"1.55","9.36","0.16","0.56","1.2","23.67","0.69","12.86","23.09",-0,-0,-1648,"Muy bajo",-0,2396,4,2015
71,"0022002",2,"Baja California",2002," Mexicali                                         ",936826,-0,"2.31","12.2","0.36","0.53","1.38","29.02","2.19","12.86","22.35",-0,-0,-1754,"Muy bajo",7849,2405,-0,2010
72,"0022002",2,"Baja California",2002,"Mexicali",855962,-0,"2.89","14.24","0.51","0.64","2.49","31.5","2.78","12.94","14.19",-0,-0,-1898,"Muy bajo",-0,2432,4,2005
73,"0022002",2,"Baja California",2002,"Mexicali",764602,-0,"3.45","19.4",-0,"0.97","2.8","34.66","3.73","17.6","22.32",-0,"1.4",-1923,"Muy bajo",-0,2416,4,2000
74,"0022004",2,"Baja California",2004,"Tijuana",747381,-0,"4.16","22.6","5.34","14.32","30.24","45.56","7.96","2.23","34.43",-0,-0,-1978,"Muy bajo",-0,2371,3,1990
75,"0022002",2,"Baja California",2002,"Mexicali",696034,167659,"3.93",-0,-0,"1.54","5.04",-0,-0,-0,-0,"24.87",-0,-1716,"Muy bajo",-0,2386,-0,1995
76,"0022002",2,"Baja California",2002,"Mexicali",601938,-0,"4.71","24.4","2.95","3.15","8.36","46.64","7.91","18.26","43.8",-0,-0,-1979,"Muy bajo",-0,2372,4,1990
77,"0022001",2,"Baja California",2001,"Ensenada",486639,-0,"3.58","14.67","0.4","0.99","8.1","22.57","1.28","22.82","29.63",-0,-0,-1323,"Muy bajo",-0,2267,1,2015
78,"0022001",2,"Baja California",2001," Ensenada                                         ",466814,-0,"4.77","17.93","0.72","2.62","8.97","29.5","3.82","22.82","31.76",-0,-0,-1361,"Muy bajo",12299,2266,-0,2010
79,"0022001",2,"Baja California",2001,"Ensenada",413481,-0,"5.06","19.44","0.71","3.26","8.12","31.23","4.48","21.15","21.54",-0,-0,-1609,"Muy bajo",-0,2349,2,2005
80,"0022001",2,"Baja California",2001,"Ensenada",370730,-0,"5.61","24.38",-0,"5.54","6.62","35.98","5.98","25.58","33.89",-0,"4.07",-1581,"Muy bajo",-0,2316,2,2000
81,"0022001",2,"Baja California",2001,"Ensenada",315289,75870,"6.67",-0,-0,"11.04","11.23",-0,-0,-0,-0,"31.47",-0,"-1.51","Muy bajo",-0,2305,-0,1995
82,"0022001",2,"Baja California",2001,"Ensenada",259979,-0,6,"26.78","7.34","14.29","13.45","42.26","8.67","23.31","47.25",-0,-0,-1821,"Muy bajo",-0,2339,2,1990
83,"0022003",2,"Baja California",2003,"Tecate",102406,-0,"2.32","12.77","0.36","1.48","6.75","21.92","1.17","29.39","25.36",-0,-0,-1408,"Muy bajo",-0,2298,2,2015
84,"0022003",2,"Baja California",2003," Tecate                                           ",101079,-0,"2.48",15,"0.81","2.5","10.64","29.04","3.28","29.39","24.57",-0,-0,-1495,"Muy bajo",10779,2313,-0,2010
85,"0022005",2,"Baja California",2005,"Playas de Rosarito",96734,-0,"2.31","11.56","0.23","0.42","7.79","23.02","1.48","21.49","25.72",-0,-0,-1463,"Muy bajo",-0,2322,3,2015
86,"0022003",2,"Baja California",2003,"Tecate",91034,-0,"3.66","18.33","0.64","3.15","15.78","31.34","3.36","27.5","16.99",-0,-0,-1626,"Muy bajo",-0,2358,3,2005
87,"0022005",2,"Baja California",2005," Playas de Rosarito                               ",90668,-0,"2.86","15.32","0.59","1.34","14.34","30.54","3.51","21.49","25.02",-0,-0,-1488,"Muy bajo",10858,2311,-0,2010
88,"0022003",2,"Baja California",2003,"Tecate",77795,-0,"4.06","22.06",-0,"4.92","15.85","37.73","3.79","32.65","26.72",-0,"2.22",-1634,"Muy bajo",-0,2335,3,2000
89,"0022005",2,"Baja California",2005,"Playas de Rosarito",73305,-0,"3.46","17.98","0.67","2.15","25.97","37.18","3.68","22.4","15.82",-0,-0,-1546,"Muy bajo",-0,2323,1,2005
90,"0022005",2,"Baja California",2005,"Playas De Rosarito",63420,-0,"4.08","24.51",-0,"3.81","26.86","40.96","3.9","22.46","24.89",-0,"2.35",-1572,"Muy bajo",-0,2313,1,2000
91,"0022003",2,"Baja California",2003,"Tecate",62629,14597,"4.27",-0,-0,"7.68","17.26",-0,-0,-0,-0,"21.86",-0,-1587,"Muy bajo",-0,2340,-0,1995
92,"0022003",2,"Baja California",2003,"Tecate",51557,-0,"5.26","26.41","9.06","21.81","27.16","45.72","10.33","21.95","42.66",-0,-0,-1711,"Muy bajo",-0,2307,1,1990
93,"0022005",2,"Baja California",2005,"Playas De Rosarito",46596,11344,"3.69",-0,-0,"11.26","51.84",-0,-0,-0,-0,"28.88",-0,-1365,"Muy bajo",-0,2226,-0,1995
94,"0033008",3,"Baja California Sur",3008,"Los Cabos",287671,-0,"1.96","10.66","0.18","0.58","12.33","33.42","7.03","9.62","17.32",-0,-0,-1296,"Muy bajo",-0,2257,3,2015
95,"0033003",3,"Baja California Sur",3003,"La Paz",272711,-0,"1.86","8.43","0.39","1.15","3.72","19.49","1.69","12.52","22.24",-0,-0,-1658,"Muy bajo",-0,2399,5,2015
96,"0033003",3,"Baja California Sur",3003," La Paz                                           ",251871,-0,"2.34","10.81","0.56","1.93","4.72","25.34","2.84","12.52","23.91",-0,-0,-1745,"Muy bajo",7957,2403,-0,2010
97,"0033008",3,"Baja California Sur",3008," Los Cabos                                        ",238487,-0,"2.89","13.11","0.67","3.35","10.74","37.7","9.7","9.62","17.13",-0,-0,"-1.46","Muy bajo",11172,2305,-0,2010
98,"0033003",3,"Baja California Sur",3003," La Paz                                           ",219596,-0,"2.61","12.78","1.29","2.76","5.71","29.5","4.7","13.85","24.08",-0,-0,-1775,"Muy bajo",-0,2404,5,2005
99,"0033003",3,"Baja California Sur",3003," La Paz                                           ",196907,-0,"3.24","16.4",-0,"3.72","5.64","34.27","6.83","17.24","35.36",-0,"2.45",-1768,"Muy bajo",-0,2383,5,2000
100,"0033003",3,"Baja California Sur",3003," La Paz                                           ",182418,42634,"3.96",-0,-0,"6.02","7.91",-0,-0,-0,-0,"16.32",-0,-1569,"Muy bajo",-0,2335,-0,1995
101,"0033008",3,"Baja California Sur",3008," Los Cabos                                        ",164162,-0,"3.22","15.15","0.94","1.94","22.48","43.15","10.78","15.09","15.74",-0,-0,-1515,"Muy bajo",-0,2315,4,2005
102,"0033003",3,"Baja California Sur",3003," La Paz                                           ",160970,-0,"4.13","21.42","4.21","7.32","7.28","46.27","9.13","14.49","54.52",-0,-0,"-1.89","Muy bajo",-0,2356,4,1990
103,"0033008",3,"Baja California Sur",3008," Los Cabos                                        ",105469,-0,"3.83","20.79",-0,"6.33","6.7","47.21","12.4","24.86","23.11",-0,"3.46",-1585,"Muy bajo",-0,2318,4,2000
104,"0033001",3,"Baja California Sur",3001,"Comondú",74346,-0,"8.19","37.04","9.22","10.85","10.2","54.08","20.09","32.22","57.85",-0,-0,-1377,"Bajo",-0,2190,1,1990
105,"0033001",3,"Baja California Sur",3001,"Comondú",72564,-0,"5.06","20.08","0.86","2.37","3.81","25.07","3.12","22.03","40.1",-0,-0,-1017,"Bajo",-0,2060,1,2015
106,"0033008",3,"Baja California Sur",3008," Los Cabos                                        ",71031,17222,"4.15",-0,-0,"8.33","13.06",-0,-0,-0,-0,"23.71",-0,"-1.33","Muy bajo",-0,2204,-0,1995
107,"0033001",3,"Baja California Sur",3001," Comondú                                          ",70816,-0,"5.44","22.69","1.58","2.08","3.2","33.62","5.42","22.03","36.92",-0,-0,"-1.2","Bajo",14114,2168,-0,2010
108,"0033001",3,"Baja California Sur",3001,"Comondú",66096,14893,"8.06",-0,-0,"5.71","5.59",-0,-0,-0,-0,"46.09",-0,"-1.07","Bajo",-0,2033,-0,1995
109,"0033001",3,"Baja California Sur",3001,"Comondú",63864,-0,"7.04","30.74",-0,"3.45","4.98","40.01","14.61","32.29","54.6",-0,"3.9",-1199,"Bajo",-0,2147,1,2000
110,"0033001",3,"Baja California Sur",3001,"Comondú",63830,-0,"6.1","24.67","1.98","3.89","5.03","34.97","11.81","30.6","37.18",-0,-0,-1245,"Muy bajo",-0,2197,2,2005
111,"0033002",3,"Baja California Sur",3002,"Mulegé",60171,-0,"5.06","20.77","0.57","1.69","2.37","27.42","2.22","46.34","28.16",-0,-0,-1051,"Bajo",-0,2095,2,2015
112,"0033002",3,"Baja California Sur",3002," Mulegé                                           ",59114,-0,"5.87","23.41","2.52","3.86","6.99","32.48","2.66","46.34","33.85",-0,-0,-1087,"Bajo",15392,2091,-0,2010
113,"0033002",3,"Baja California Sur",3002,"Mulegé",52743,-0,"6.08","26.01","6.78","3.36","8.92","34.24","9.17","48.01","30.75",-0,-0,"-1.2","Bajo",-0,2164,1,2005
114,"0033002",3,"Baja California Sur",3002,"Mulegé",45989,-0,"5.45","28.02",-0,"6.03","10.2","35.91","13.26","54.68","45.15",-0,"8.67",-1226,"Bajo",-0,2167,2,2000
115,"0033002",3,"Baja California Sur",3002,"Mulegé",45963,11074,"5.7",-0,-0,"8.73","11.29",-0,-0,-0,-0,"33.3",-0,-1396,"Muy bajo",-0,2245,-0,1995
116,"0033008",3,"Baja California Sur",3008," Los Cabos                                        ",43920,-0,"5.29","31.33","9.87","24.35","13.4","52.44","21.97","29.53","47.55",-0,-0,-1491,"Bajo",-0,2238,3,1990
117,"0033002",3,"Baja California Sur",3002,"Mulegé",38528,-0,"5.7","34.04","11.49","12.8","18.66","44.01","13.83","54.78","53.37",-0,-0,-1485,"Bajo",-0,2237,2,1990
118,"0033009",3,"Baja California Sur",3009,"Loreto",18912,-0,"2.49","11.38","1.11","3.04",6,"23.46","3.65","12.03","27.46",-0,-0,-1345,"Muy bajo",-0,2277,4,2015
119,"0033009",3,"Baja California Sur",3009," Loreto                                           ",16738,-0,"3.33","16.5","2.41","9.09","7.7","35.08","8.36","12.03","23.4",-0,-0,-1266,"Muy bajo",13364,2206,-0,2010
120,"0033009",3,"Baja California Sur",3009,"Loreto",11839,-0,"3.65","17.41","1.62","9.93","7.23","37.53","16.19","13.14","30.61",-0,-0,-1337,"Muy bajo",-0,2257,3,2005
121,"0033009",3,"Baja California Sur",3009,"Loreto",11812,-0,"4.42","23.52",-0,"5.36","6.4","41.43","19.12","15.26","44.96",-0,"6.72",-1379,"Muy bajo",-0,2246,3,2000
122,"0033009",3,"Baja California Sur",3009,"Loreto",9986,2304,"4.67",-0,-0,"14.97","12.23",-0,-0,-0,-0,"28.7",-0,-1136,"Bajo",-0,2081,-0,1995
123,"0044002",4,"Campeche",4002,"Campeche",283025,-0,"3.98","11.98","1.08","0.4","0.83","31.94","0.97","9.71","38.21",-0,-0,-1281,"Muy bajo",-0,2248,11,2015
124,"0044002",4,"Campeche",4002," Campeche                                         ",259005,-0,"5.02","15.9","2.09","0.92","1.16","37.34","1.79","9.71","38.19",-0,-0,-1379,"Muy bajo","12.09",2277,-0,2010
125,"0044003",4,"Campeche",4003,"Carmen",248303,-0,"4.08","14.07","0.9","1.16","11.23","33.44","2.12","17.25","22.42",-0,-0,-1186,"Muy bajo",-0,2190,10,2015
126,"0044002",4,"Campeche",4002,"Campeche",238850,-0,"6.27","18.84","3.84","1.19","1.42","42.06","2.74","11.38","50.59",-0,-0,-1305,"Muy bajo",-0,2237,11,2005
127,"0044003",4,"Campeche",4003," Carmen                                           ",221094,-0,"5.48","18.36","1.67","1.54","18.55","43.51","4.62","17.25","24.81",-0,-0,-1185,"Bajo",14279,2159,-0,2010
128,"0044002",4,"Campeche",4002,"Campeche",216897,-0,"7.19","24.15",-0,"2.9","2.86","46.97","4.78","12.03","58.97",-0,"7.19",-1286,"Muy bajo",-0,2199,11,2000
129,"0044002",4,"Campeche",4002,"Campeche",204533,47117,"8.55",-0,-0,"5.09","6.74",-0,-0,-0,-0,"17.97",-0,-1129,"Bajo",-0,2071,-0,1995
130,"0044003",4,"Campeche",4003,"Carmen",199988,-0,"6.7","21.95","3.32","2.89","20.35","48.24","8.2","19.82","40.86",-0,-0,-1063,"Bajo",-0,2078,10,2005
131,"0044003",4,"Campeche",4003,"Carmen",179690,39569,"11.36",-0,-0,"14.38","32.59",-0,-0,-0,-0,"29.91",-0,-697,"Medio",-0,1752,-0,1995
132,"0044002",4,"Campeche",4002,"Campeche",173645,-0,"9.2","32.27","14.59","5.48","8.86","57.25","9.62","13.32","67.22",-0,-0,-1413,"Bajo",-0,2211,9,1990
133,"0044003",4,"Campeche",4003,"Carmen",172076,-0,"8.16","28.32",-0,"5.47","19.21","54.31","12.06","23.37","47.63",-0,"7.27",-1047,"Bajo",-0,2041,10,2000
134,"0044003",4,"Campeche",4003,"Carmen",136034,-0,"12.12","41.03","16.79","15.61","40.43","63.49","22.46","30.33","57.26",-0,-0,-959,"Bajo",-0,1954,8,1990
135,"0044004",4,"Campeche",4004,"Champotón",90244,-0,"10.04","26.32","6.19","1.66","4.11","44.77","3.65","52.31","56.78",-0,-0,-159,"Medio",-0,1303,6,2015
136,"0044004",4,"Campeche",4004," Champotón                                        ",83021,-0,"12.21","31.31","7.78","2.42","10.76","51.71","4.1","52.31","56.19",-0,-0,-285,"Medio",24447,1443,-0,2010
137,"0044004",4,"Campeche",4004,"Champotón",80066,16341,"19.98",-0,-0,"20.05","30.15",-0,-0,-0,-0,"66.38",-0,142,"Medio",-0,1045,-0,1995
138,"0044004",4,"Campeche",4004,"Champotón",76116,-0,"14.12","37.36","11.91","3.94","12.08","58.11","9.15","53.33","66.61",-0,-0,-231,"Medio",-0,1386,6,2005
139,"0044004",4,"Campeche",4004,"Champotón",71836,-0,"22.75","59.56","33.76","25.38","36.5","72.03","32.73","64.96","74.44",-0,-0,-71,"Medio",-0,1256,3,1990
140,"0044004",4,"Campeche",4004,"Champotón",70554,-0,"16.51","45.55",-0,"7.62","15.49","63.74","12.83","55.66","77.64",-0,"20.12",-138,"Medio",-0,1316,7,2000
